Placa,Código interno,DATE_ENTRY,EVENT_NAME,VALUE,Dirección,Latitud,Longitud,SPEED,Orientación,Batería,Planilla
GB00086,,29/01/2020 18:48:56,Zone leave,3602-TECHNOCAST,MEJICO,-100.84042,25.61217,74.0,67.0,80 %,
GB00079,,29/01/2020 18:30:30,Zone entry,3605-JASSONLD,MEJICO,-99.56525,27.4533,3.0,358.0,79 %,
GB00086,,29/01/2020 18:17:38,Bolt Inserted -  Geobolt,"H4XC+CG Santa MarÃ­a, Coah., Mexico-H4XC+CG Santa MarÃ­a, Coah., Mexico","H4XC+CG Santa MarÃ­a, Coah., Mexico",-100.87871,25.59857,0.0,38.0,80 %,
GB00086,,29/01/2020 18:17:38,Cierre de Geobolt,"H4XC+CG Santa MarÃ­a, Coah., Mexico-H4XC+CG Santa MarÃ­a, Coah., Mexico","H4XC+CG Santa MarÃ­a, Coah., Mexico",-100.87871,25.59857,0.0,38.0,80 %,
GB00101,,29/01/2020 17:48:06,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47231,33.86618,0.0,0.0,77 %,
GB00101,,29/01/2020 17:16:54,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47314,33.86623,0.0,0.0,78 %,
GB00101,,29/01/2020 17:01:17,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47176,33.86598,0.0,0.0,79 %,
GB00078,,29/01/2020 17:01:14,Zone entry,3608-ROYALEXP,ESTADOS UNIDOS,-99.50826,27.62504,0.0,254.0,79 %,
GB00078,,29/01/2020 16:39:44,Zone leave,3607-USLDOPTE3,ESTADOS UNIDOS,-99.51706,27.60086,0.0,60.0,79 %,
GB00070,,29/01/2020 16:37:24,Zone entry,3608-ROYALEXP,ESTADOS UNIDOS,-99.50808,27.62506,0.0,103.0,81 %,
GB00078,,29/01/2020 16:29:03,Zone entry,3607-USLDOPTE3,ESTADOS UNIDOS,-99.52724,27.5983,0.0,11.0,79 %,
GB00078,,29/01/2020 15:56:48,Zone leave,3605-JASSONLD,MEJICO,-99.56537,27.52383,53.0,333.0,79 %,
GB00083,,29/01/2020 15:47:50,Tiempo Geobolt 12 horas,12-77%,Without GPS,-84.47313,33.86642,,0.0, %,
GB00065,,29/01/2020 15:47:12,Bolt Removed - Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.5086,27.62515,3.0,336.0,80 %,
GB00065,,29/01/2020 15:47:12,Apertura Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.5086,27.62515,3.0,336.0,80 %,
GB00065,,29/01/2020 15:45:22,Zone entry,3608-ROYALEXP,ESTADOS UNIDOS,-99.50845,27.62495,0.0,316.0,81 %,
GB00081,,29/01/2020 15:44:44,Tiempo Geobolt 12 horas,12-,Without GPS,-84.47301,33.86633,,0.0, %,
GB00070,,29/01/2020 15:43:41,Zone leave,3605-JASSONLD,MEJICO,-99.56646,27.47241,0.0,355.0,81 %,
GB00065,,29/01/2020 15:23:43,Zone leave,3606-NLDPUENTE3,ESTADOS UNIDOS,-99.52702,27.59926,2.0,342.0,81 %,
GB00081,,29/01/2020 15:16:04,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47301,33.86633,0.0,98.0,74 %,
GB00065,,29/01/2020 15:12:50,Zone entry,3606-NLDPUENTE3,ESTADOS UNIDOS,-99.54149,27.59537,14.0,65.0,81 %,
GB00101,,29/01/2020 15:12:21,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47337,33.86638,0.0,0.0,79 %,
GB00070,,29/01/2020 15:11:33,Zone entry,3605-JASSONLD,"FC3P+82 Nuevo Laredo, Tamaulipas, Mexico",-99.56498,27.45334,0.0,92.0,81 %,
GB00083,,29/01/2020 15:06:54,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47313,33.86642,0.0,0.0,77 %,
GB00101,,29/01/2020 14:56:46,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47211,33.86633,0.0,0.0,79 %,
GB00074,,29/01/2020 14:52:19,Zone entry,3608-ROYALEXP,ESTADOS UNIDOS,-99.50809,27.62514,0.0,0.0,60 %,
GB00065,,29/01/2020 14:51:06,Zone leave,3605-JASSONLD,MEJICO,-99.56737,27.48706,47.0,357.0,81 %,
GB00070,,29/01/2020 14:50:09,Zone leave,3604-KM26NLD,MEJICO,-99.57647,27.34149,82.0,33.0,81 %,
GB00070,,29/01/2020 14:42:05,Zone entry,3604-KM26NLD,MEJICO,-99.6146,27.27027,51.0,30.0,82 %,
GB00101,,29/01/2020 14:41:12,Zone entry,3056-Work,"VG8G+GR Vinings, GA, USA",-84.47293,33.86634,0.0,0.0,79 %,
GB00078,,29/01/2020 14:31:20,Zone entry,3605-JASSONLD,MEJICO,-99.56501,27.45338,0.0,84.0,79 %,
GB00074,,29/01/2020 14:30:25,Zone leave,3608-ROYALEXP,MEJICO,-99.62823,27.54295,0.0,230.0,60 %,
GB00101,,29/01/2020 14:25:39,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47069,33.86573,0.0,0.0,79 %,
GB00087,,29/01/2020 14:13:44,Zone entry,3608-ROYALEXP,"12125 Jef Dr, Laredo, TX 78045, USA",-99.50877,27.62543,0.0,334.0,66 %,
GB00087,,29/01/2020 14:03:03,Zone leave,3608-,ESTADOS UNIDOS,-99.51745,27.64433,0.0,149.0,65 %,
GB00083,,29/01/2020 14:02:24,Zone leave,3056-Work,"VG8H+G2 Vinings, GA, USA",-84.47244,33.86629,0.0,0.0,78 %,
GB00079,,29/01/2020 13:53:40,Zone leave,3602-TECHNOCAST,MEJICO,-100.86682,25.60212,0.0,69.0,80 %,
GB00081,,29/01/2020 13:53:00,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47258,33.86624,0.0,0.0,74 %,
GB00083,,29/01/2020 13:46:18,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47329,33.8664,0.0,0.0,78 %,
GB00065,,29/01/2020 13:45:48,Zone entry,3605-JASSONLD,"FC3M+9X Nuevo Laredo, Tamaulipas, Mexico",-99.56501,27.45338,0.0,92.0,82 %,
GB00079,,29/01/2020 13:28:09,Bolt Inserted -  Geobolt,"H4XC+JJ Santa MarÃ­a, Coah., Mexico-H4XC+JJ Santa MarÃ­a, Coah., Mexico","H4XC+JJ Santa MarÃ­a, Coah., Mexico",-100.87845,25.59912,0.0,150.0,80 %,
GB00079,,29/01/2020 13:28:09,Cierre de Geobolt,"H4XC+JJ Santa MarÃ­a, Coah., Mexico-H4XC+JJ Santa MarÃ­a, Coah., Mexico","H4XC+JJ Santa MarÃ­a, Coah., Mexico",-100.87845,25.59912,0.0,150.0,80 %,
GB00083,,29/01/2020 12:41:46,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47264,33.86647,0.0,80.0,78 %,
GB00101,,29/01/2020 12:36:42,Zone entry,3056-Work,"VG8G+GH Vinings, GA, USA",-84.4735,33.86637,0.0,0.0,80 %,
GB00083,,29/01/2020 12:25:38,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47346,33.8664,0.0,0.0,78 %,
GB00081,,29/01/2020 12:13:29,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47313,33.86649,0.0,0.0,75 %,
GB00101,,29/01/2020 12:05:37,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47202,33.86715,0.0,0.0,79 %,
GB00071,,29/01/2020 12:02:26,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49972,27.56491,0.0,0.0,69 %,
GB00081,,29/01/2020 11:56:50,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47204,33.867,0.0,0.0,74 %,
GB00083,,29/01/2020 11:53:20,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47267,33.86661,0.0,0.0,78 %,
GB00101,,29/01/2020 11:50:05,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47359,33.86636,0.0,0.0,78 %,
GB00081,,29/01/2020 11:40:14,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47322,33.86636,0.0,0.0,76 %,
GB00070,,29/01/2020 11:33:07,Zone leave,3602-TECHNOCAST,MEJICO,-100.87449,25.58018,6.0,351.0,82 %,
GB00083,,29/01/2020 11:21:07,Zone entry,3056-Work,ESTADOS UNIDOS,-84.473,33.86627,6.0,113.0,78 %,
GB00101,,29/01/2020 11:18:54,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47253,33.86615,0.0,0.0,80 %,
GB00101,,29/01/2020 11:03:19,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47338,33.86637,0.0,0.0,80 %,
GB00078,,29/01/2020 10:57:12,Zone leave,3602-TECHNOCAST,MEJICO,-100.85931,25.60493,79.0,67.0,80 %,
GB00081,,29/01/2020 10:50:22,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47244,33.86616,0.0,0.0,75 %,
GB00071,,29/01/2020 10:46:41,Zone leave,3589-TEST HOME,"2519 Jacaman Rd, Laredo, TX 78041, USA",-99.44708,27.55763,92.0,227.0,71 %,
GB00070,,29/01/2020 10:46:22,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87818,25.59898,0.0,121.0,81 %,
GB00070,,29/01/2020 10:46:22,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87818,25.59898,0.0,121.0,81 %,
GB00078,,29/01/2020 10:35:16,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87855,25.59858,0.0,341.0,81 %,
GB00078,,29/01/2020 10:35:16,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87855,25.59858,0.0,341.0,81 %,
GB00083,,29/01/2020 10:32:49,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47263,33.86655,0.0,0.0,79 %,
GB00101,,29/01/2020 10:32:11,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47282,33.86666,0.0,0.0,80 %,
GB00078,,29/01/2020 10:22:06,Apertura Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,81 %,
GB00078,,29/01/2020 10:22:06,Bolt Removed - Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,81 %,
GB00078,,29/01/2020 10:21:46,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,80 %,
GB00078,,29/01/2020 10:21:46,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,80 %,
GB00078,,29/01/2020 10:21:38,Bolt Removed - Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,80 %,
GB00078,,29/01/2020 10:21:38,Apertura Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,80 %,
GB00078,,29/01/2020 10:21:24,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,81 %,
GB00078,,29/01/2020 10:21:24,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87857,25.59855,0.0,0.0,81 %,
GB00087,,29/01/2020 10:15:09,Bolt Removed - Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.50859,27.62507,0.0,219.0,67 %,
GB00087,,29/01/2020 10:15:09,Apertura Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.50859,27.62507,0.0,219.0,67 %,
GB00087,,29/01/2020 10:11:12,Zone entry,3608-ROYALEXP,"12125 Jef Dr, Laredo, TX 78045, USA",-99.50793,27.62495,13.0,302.0,68 %,
GB00087,,29/01/2020 10:00:35,Zone leave,3606-,ESTADOS UNIDOS,-99.527,27.59925,2.0,19.0,68 %,
GB00087,,29/01/2020 09:50:01,Zone entry,3606-NLDPUENTE3,ESTADOS UNIDOS,-99.54547,27.59332,0.0,111.0,68 %,
GB00083,,29/01/2020 09:44:20,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47393,33.8664,0.0,0.0,79 %,
GB00081,,29/01/2020 09:43:54,Zone entry,3056-Work,ESTADOS UNIDOS,-84.473,33.86638,0.0,0.0,76 %,
GB00087,,29/01/2020 09:28:41,Zone leave,3605-,"Carr Aeropuerto 4016, 150 Aniversario, 88283 Nuevo Laredo, Tamps., Mexico",-99.56611,27.46553,58.0,357.0,68 %,
GB00081,,29/01/2020 09:27:14,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47182,33.86641,0.0,0.0,76 %,
GB00081,,29/01/2020 09:10:34,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47302,33.86637,0.0,0.0,75 %,
GB00101,,29/01/2020 08:58:42,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47323,33.86638,0.0,0.0,80 %,
GB00081,,29/01/2020 08:37:20,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47193,33.86634,0.0,0.0,75 %,
GB00101,,29/01/2020 08:27:34,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47272,33.86631,0.0,0.0,80 %,
GB00083,,29/01/2020 08:23:43,Zone leave,3056-Work,ESTADOS UNIDOS,-84.4726,33.8663,0.0,0.0,79 %,
GB00081,,29/01/2020 08:04:02,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4732,33.8663,0.0,0.0,76 %,
GB00101,,29/01/2020 07:56:31,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47321,33.86668,0.0,0.0,79 %,
GB00083,,29/01/2020 07:51:29,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47356,33.86631,8.0,0.0,79 %,
GB00081,,29/01/2020 06:24:26,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47261,33.86641,0.0,88.0,76 %,
GB00081,,29/01/2020 05:51:11,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47373,33.86646,0.0,0.0,77 %,
GB00083,,29/01/2020 05:42:41,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47239,33.86641,0.0,0.0,80 %,
GB00083,,29/01/2020 05:26:32,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4738,33.86645,0.0,0.0,80 %,
GB00081,,29/01/2020 05:17:58,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47027,33.86565,0.0,0.0,77 %,
GB00101,,29/01/2020 04:34:05,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47186,33.86634,0.0,0.0,81 %,
GB00101,,29/01/2020 04:18:33,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47304,33.86635,0.0,0.0,81 %,
GB00083,,29/01/2020 04:06:00,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47271,33.86644,0.0,86.0,80 %,
GB00101,,29/01/2020 03:47:26,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47194,33.86654,0.0,0.0,81 %,
GB00083,,29/01/2020 03:33:40,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47308,33.86637,0.0,0.0,80 %,
GB00083,,29/01/2020 03:17:31,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47302,33.86664,6.0,44.0,80 %,
GB00083,,29/01/2020 03:01:23,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47316,33.86635,0.0,0.0,81 %,
GB00101,,29/01/2020 03:00:46,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47325,33.86619,0.0,0.0,81 %,
GB00081,,29/01/2020 02:48:28,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47272,33.86617,0.0,0.0,78 %,
GB00081,,29/01/2020 02:31:50,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47184,33.86571,0.0,0.0,78 %,
GB00101,,29/01/2020 02:14:04,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47239,33.86595,0.0,0.0,82 %,
GB00083,,29/01/2020 02:13:03,Zone leave,3056-Work,ESTADOS UNIDOS,-84.472,33.86611,0.0,54.0,80 %,
GB00101,,29/01/2020 01:58:31,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4733,33.86651,0.0,0.0,81 %,
GB00070,,29/01/2020 01:56:20,Zone entry,3602-TECHNOCAST,MEJICO,-100.87989,25.59894,8.0,0.0,86 %,
GB00070,,29/01/2020 01:45:40,Zone leave,3602-TECHNOCAST,MEJICO,-100.87697,25.59781,8.0,89.0,86 %,
GB00083,,29/01/2020 01:40:53,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47284,33.86623,0.0,97.0,80 %,
GB00081,,29/01/2020 00:35:30,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47342,33.8663,0.0,0.0,78 %,
GB00101,,29/01/2020 00:24:58,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47288,33.86649,0.0,0.0,82 %,
GB00081,,29/01/2020 00:02:17,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47277,33.86663,0.0,42.0,79 %,
GB00081,,28/01/2020 23:45:42,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47312,33.86652,0.0,0.0,79 %,
GB00083,,28/01/2020 23:31:53,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47288,33.86651,6.0,55.0,81 %,
GB00081,,28/01/2020 23:29:08,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47235,33.8662,0.0,93.0,79 %,
GB00083,,28/01/2020 23:15:45,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47307,33.86622,0.0,101.0,81 %,
GB00081,,28/01/2020 23:12:33,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47318,33.86631,0.0,0.0,79 %,
GB00101,,28/01/2020 23:07:07,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47379,33.86624,0.0,0.0,82 %,
GB00065,,28/01/2020 23:04:18,Zone leave,3602-TECHNOCAST,"Carr. Monterrey - Saltillo 86, Coahuila de Zaragoza, Mexico",-100.87877,25.5939,0.0,120.0,88 %,
GB00083,,28/01/2020 22:43:30,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47045,33.86652,0.0,102.0,81 %,
GB00083,,28/01/2020 22:11:16,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47311,33.86637,0.0,112.0,80 %,
GB00083,,28/01/2020 21:39:03,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4725,33.86688,0.0,0.0,81 %,
GB00065,,28/01/2020 21:35:47,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.59859,0.0,43.0,89 %,
GB00065,,28/01/2020 21:35:47,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.59859,0.0,43.0,89 %,
GB00081,,28/01/2020 21:32:54,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47151,33.86716,0.0,0.0,79 %,
GB00101,,28/01/2020 21:18:06,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47153,33.86673,0.0,0.0,83 %,
GB00087,,28/01/2020 20:42:58,Zone entry,3605-JASSONLD,MEJICO,-99.56466,27.45331,0.0,178.0,77 %,
GB00083,,28/01/2020 20:34:30,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4733,33.86634,0.0,0.0,81 %,
GB00083,,28/01/2020 20:18:24,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47226,33.8665,6.0,79.0,81 %,
GB00087,,28/01/2020 20:10:57,Zone leave,3604-,MEJICO,-99.63431,27.37206,90.0,345.0,78 %,
GB00083,,28/01/2020 20:02:19,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4729,33.86627,0.0,0.0,81 %,
GB00087,,28/01/2020 20:00:18,Zone entry,3604-KM26NLD,MEJICO,-99.60919,27.28088,35.0,24.0,77 %,
GB00071,,28/01/2020 19:48:11,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45353,27.61488,0.0,43.0,79 %,
GB00101,,28/01/2020 19:29:14,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4731,33.8664,0.0,0.0,83 %,
GB00081,,28/01/2020 19:20:03,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47331,33.86637,0.0,0.0,79 %,
GB00071,,28/01/2020 19:04:56,Zone leave,3590-ViatPro Main Office,"410 E Del Mar Blvd, Laredo, TX 78041, USA",-99.4848,27.56984,35.0,68.0,79 %,
GB00101,,28/01/2020 18:26:47,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47106,33.86651,0.0,0.0,83 %,
GB00101,,28/01/2020 18:11:15,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47495,33.86635,0.0,0.0,83 %,
GB00101,,28/01/2020 17:08:49,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47124,33.86598,0.0,0.0,84 %,
GB00081,,28/01/2020 17:06:59,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47242,33.86613,0.0,0.0,80 %,
GB00081,,28/01/2020 16:50:22,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47324,33.86626,0.0,285.0,80 %,
GB00081,,28/01/2020 16:33:45,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47275,33.86642,0.0,0.0,79 %,
GB00083,,28/01/2020 16:32:22,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47217,33.86613,10.0,106.0,82 %,
GB00083,,28/01/2020 16:16:14,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47277,33.86618,8.0,105.0,82 %,
GB00071,,28/01/2020 16:12:41,Bolt Removed - Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49959,27.5649,0.0,235.0,80 %,
GB00071,,28/01/2020 16:12:20,Bolt Inserted -  Geobolt,"218 W Village Blvd, Laredo, TX 78041, USA-218 W Village Blvd, Laredo, TX 78041, USA","218 W Village Blvd, Laredo, TX 78041, USA",-99.49959,27.5649,0.0,235.0,79 %,
GB00083,,28/01/2020 15:43:55,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47259,33.86635,0.0,79.0,82 %,
GB00101,,28/01/2020 15:35:27,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47391,33.86637,0.0,0.0,85 %,
GB00087,,28/01/2020 15:33:53,Zone leave,3602-,MEJICO,-100.88031,25.59451,6.0,154.0,80 %,
GB00083,,28/01/2020 15:27:48,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47286,33.86633,0.0,0.0,83 %,
GB00101,,28/01/2020 15:19:52,Zone leave,3056-Work,ESTADOS UNIDOS,-84.4721,33.86648,0.0,0.0,84 %,
GB00083,,28/01/2020 14:55:35,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47232,33.86638,0.0,61.0,82 %,
GB00081,,28/01/2020 14:54:00,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47335,33.86637,0.0,0.0,80 %,
GB00101,,28/01/2020 14:48:47,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47374,33.8664,0.0,0.0,85 %,
GB00083,,28/01/2020 14:39:26,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47329,33.86639,0.0,0.0,83 %,
GB00087,,28/01/2020 14:36:44,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.8786,25.5991,2.0,336.0,79 %,
GB00087,,28/01/2020 14:36:44,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.8786,25.5991,2.0,336.0,79 %,
GB00101,,28/01/2020 14:33:12,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47162,33.86589,0.0,0.0,85 %,
GB00087,,28/01/2020 14:30:06,Bolt Removed - Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.5986,0.0,0.0,80 %,
GB00087,,28/01/2020 14:30:06,Apertura Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.5986,0.0,0.0,80 %,
GB00087,,28/01/2020 13:00:44,Cierre de Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.5986,0.0,0.0,80 %,
GB00087,,28/01/2020 13:00:44,Bolt Inserted -  Geobolt,MEJICO-MEJICO,MEJICO,-100.87853,25.5986,0.0,0.0,80 %,
GB00083,,28/01/2020 12:46:37,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47258,33.86652,6.0,76.0,83 %,
GB00101,,28/01/2020 12:44:11,Zone entry,3056-Work,,-84.47322,33.86647,0.0,0.0,86 %,
GB00083,,28/01/2020 12:30:25,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47348,33.86631,0.0,0.0,83 %,
GB00081,,28/01/2020 11:51:15,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47277,33.86671,0.0,342.0,82 %,
GB00081,,28/01/2020 11:34:39,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47308,33.86629,0.0,0.0,82 %,
GB00083,,28/01/2020 11:25:50,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47262,33.86626,6.0,94.0,83 %,
GB00081,,28/01/2020 11:17:58,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47226,33.86609,0.0,0.0,81 %,
GB00083,,28/01/2020 11:09:40,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47303,33.8663,0.0,0.0,84 %,
GB00083,,28/01/2020 10:53:30,Zone leave,3056-Work,ESTADOS UNIDOS,-84.4719,33.86641,0.0,0.0,83 %,
GB00081,,28/01/2020 10:11:26,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47342,33.86631,0.0,0.0,81 %,
GB00083,,28/01/2020 09:48:54,Zone entry,3056-Work,ESTADOS UNIDOS,-84.47313,33.86649,0.0,126.0,84 %,
GB00071,,28/01/2020 09:32:13,Zone entry,3590-ViatPro Main Office,"218 W Village Blvd, Laredo, TX 78041, USA",-99.49956,27.56493,0.0,197.0,82 %,
GB00071,,28/01/2020 09:10:36,Zone leave,3589-TEST HOME,"3311 Havana Dr, Laredo, TX 78045, USA",-99.45544,27.60965,24.0,286.0,81 %,
GB00081,,28/01/2020 09:05:00,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47223,33.86646,0.0,0.0,81 %,
GB00083,,28/01/2020 03:21:27,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47266,33.86623,6.0,101.0,85 %,
GB00083,,28/01/2020 03:05:22,Zone entry,3056-Work,ESTADOS UNIDOS,-84.4729,33.86639,6.0,86.0,85 %,
GB00083,,28/01/2020 02:33:05,Zone leave,3056-Work,"3045 Wallace Cir SE, Atlanta, GA 30339, USA",-84.46871,33.86464,6.0,87.0,86 %,
GB00081,,28/01/2020 02:28:50,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47332,33.86624,0.0,0.0,79 %,
GB00083,,28/01/2020 02:00:48,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47361,33.86685,0.0,92.0,86 %,
GB00074,,28/01/2020 00:26:57,Bolt Removed - Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.50834,27.62449,0.0,0.0,82 %,
GB00074,,28/01/2020 00:26:57,Apertura Geobolt,ESTADOS UNIDOS-ESTADOS UNIDOS,ESTADOS UNIDOS,-99.50834,27.62449,0.0,0.0,82 %,
GB00083,,28/01/2020 00:24:01,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47125,33.86736,8.0,62.0,87 %,
GB00083,,28/01/2020 00:07:53,Zone entry,3056-Work,"3624 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47325,33.86644,0.0,0.0,87 %,
GB00083,,27/01/2020 23:35:36,Zone leave,3056-Work,ESTADOS UNIDOS,-84.47288,33.86645,10.0,90.0,88 %,
